产品名称(必填),产品类型(必填),产品类别(必填),设备名称(必填),设备地址(必填),设备功能类型(必填),标识符(必填),功能名称(必填),寄存器地址(必填),字节长度(必填),读写类型(必填),值范围（RW信号必填）,信号单位(必填),数据类型(必填),功能码(必填),数据格式(必填),比例系数（非必填）,告警级别（非必填）
配电组,弱电动环,智慧场馆,1号配电,EN101,电压夹角,EN101033,A相电流夹角,4673,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,电压夹角,EN101034,B相电流夹角,4675,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,电压夹角,EN101035,C相电流夹角,4677,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,电网频率,EN101036,电网频率,4679,4,只读,0-65535,Hz,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,电压不平衡率,EN101037,电压不平衡率,4681,4,只读,0-65535,%,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,电流不平衡率,EN101038,电流不平衡率,4683,4,只读,0-65535,%,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,停电或单相掉电,EN101039,停电或单相掉电,4685,4,只读,0-65535,,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101040,组合有功总电能,4687,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101041,正向有功总电能,4689,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101042,反向有功总电能,4691,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101043,组合无功1总电能,4693,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101044,组合无功2总电能,4695,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101045,一象限无功总电能,4697,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101046,二象限无功总电能,4699,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101047,三象限无功总电能,4701,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101048,四象限无功总电能,4703,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101049,正向视在总电能,4705,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101050,反向视在总电能,4707,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101051,A相组合有功总电能,4709,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101052,A相正向有功总电能,4711,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101053,A相反向有功总电能,4713,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101054,A相组合无功1总电能,4715,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101055,A相组合无功2总电能,4717,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101056,A相一象限无功总电能,4719,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101057,A相二象限无功总电能,4721,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101058,A相三象限无功总电能,4723,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101059,A相四象限无功总电能,4725,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101060,A相正向视在总电能,4727,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101061,A相反向视在总电能,4729,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101062,B相组合有功总电能,4731,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101063,B相正向有功总电能,4733,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101064,B相反向有功总电能,4735,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101065,B相组合无功1总电能,4737,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101066,B相组合无功2总电能,4739,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101067,B相一象限无功总电能,4741,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101068,B相二象限无功总电能,4743,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101069,B相三象限无功总电能,4745,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101070,B相四象限无功总电能,4747,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101071,B相正向视在总电能,4749,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101072,B相反向视在总电能,4751,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101073,C相组合有功总电能,4753,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101074,C相正向有功总电能,4755,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,有功总电能,EN101075,C相反向有功总电能,4757,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101076,C相组合无功1总电能,4759,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101077,C相组合无功2总电能,4761,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101078,C相一象限无功总电能,4763,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101079,C相二象限无功总电能,4765,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101080,C相三象限无功总电能,4767,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,无功总电能,EN101081,C相四象限无功总电能,4769,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101082,C相正向视在总电能,4771,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,1号配电,EN101,视在总电能,EN101083,C相反向视在总电能,4773,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压,EN102001,A相电压,4775,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压,EN102002,B相电压,4777,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压,EN102003,C相电压,4779,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压,EN102004,AB线电压,4781,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压,EN102005,BC线电压,4783,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压,EN102006,CA线电压,4785,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电流,EN102007,A相电流,4787,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电流,EN102008,B相电流,4789,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电流,EN102009,C相电流,4791,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电流,EN102010,零线电流,4793,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102011,有功总功率,4795,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102012,A相有功总功率,4797,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102013,B相有功总功率,4799,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102014,C相有功总功率,4801,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102015,无功总功率,4803,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102016,A相无功总功率,4805,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102017,B相无功总功率,4807,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,总功率,EN102018,C相无功总功率,4809,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在功率,EN102019,总视在功率,4811,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在功率,EN102020,A相视在功率,4813,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在功率,EN102021,B相视在功率,4815,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在功率,EN102022,C相视在功率,4817,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,功率因数,EN102023,总功率因数,4819,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,功率因数,EN102024,A相功率因数,4821,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,功率因数,EN102025,B相功率因数,4823,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,功率因数,EN102026,C相功率因数,4825,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压与电流夹角,EN102027,A相电压与电流夹角,4827,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压与电流夹角,EN102028,B相电压与电流夹角,4829,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压与电流夹角,EN102029,C相电压与电流夹角,4831,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压夹角,EN102030,A相电压夹角,4833,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压夹角,EN102031,B相电压夹角,4835,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压夹角,EN102032,C相电压夹角,4837,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压夹角,EN102033,A相电流夹角,4839,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压夹角,EN102034,B相电流夹角,4841,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压夹角,EN102035,C相电流夹角,4843,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电网频率,EN102036,电网频率,4845,4,只读,0-65535,Hz,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电压不平衡率,EN102037,电压不平衡率,4847,4,只读,0-65535,%,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,电流不平衡率,EN102038,电流不平衡率,4849,4,只读,0-65535,%,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,停电或单相掉电,EN102039,停电或单相掉电,4851,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102040,组合有功总电能,4853,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102041,正向有功总电能,4855,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102042,反向有功总电能,4857,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102043,组合无功1总电能,4859,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102044,组合无功2总电能,4861,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102045,一象限无功总电能,4863,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102046,二象限无功总电能,4865,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102047,三象限无功总电能,4867,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102048,四象限无功总电能,4869,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102049,正向视在总电能,4871,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102050,反向视在总电能,4873,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102051,A相组合有功总电能,4875,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102052,A相正向有功总电能,4877,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102053,A相反向有功总电能,4879,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102054,A相组合无功1总电能,4881,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102055,A相组合无功2总电能,4883,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102056,A相一象限无功总电能,4885,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102057,A相二象限无功总电能,4887,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102058,A相三象限无功总电能,4889,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102059,A相四象限无功总电能,4891,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102060,A相正向视在总电能,4893,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102061,A相反向视在总电能,4895,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102062,B相组合有功总电能,4897,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102063,B相正向有功总电能,4899,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102064,B相反向有功总电能,4901,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102065,B相组合无功1总电能,4903,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102066,B相组合无功2总电能,4905,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102067,B相一象限无功总电能,4907,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102068,B相二象限无功总电能,4909,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102069,B相三象限无功总电能,4911,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102070,B相四象限无功总电能,4913,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102071,B相正向视在总电能,4915,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102072,B相反向视在总电能,4917,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102073,C相组合有功总电能,4919,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102074,C相正向有功总电能,4921,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,有功总电能,EN102075,C相反向有功总电能,4923,4,只读,0-65535,kWh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102076,C相组合无功1总电能,4925,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102077,C相组合无功2总电能,4927,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102078,C相一象限无功总电能,4929,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102079,C相二象限无功总电能,4931,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102080,C相三象限无功总电能,4933,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,无功总电能,EN102081,C相四象限无功总电能,4935,4,只读,0-65535,kvarh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102082,C相正向视在总电能,4937,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,2号配电,EN102,视在总电能,EN102083,C相反向视在总电能,4939,4,只读,0-65535,kVAh,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压,EN103001,A相电压,4941,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压,EN103002,B相电压,4943,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压,EN103003,C相电压,4945,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压,EN103004,AB线电压,4947,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压,EN103005,BC线电压,4949,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压,EN103006,CA线电压,4951,4,只读,0-65535,V,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电流,EN103007,A相电流,4953,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电流,EN103008,B相电流,4955,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电流,EN103009,C相电流,4957,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电流,EN103010,零线电流,4959,4,只读,0-65535,A,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103011,有功总功率,4961,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103012,A相有功总功率,4963,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103013,B相有功总功率,4965,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103014,C相有功总功率,4967,4,只读,0-65535,kW,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103015,无功总功率,4969,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103016,A相无功总功率,4971,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103017,B相无功总功率,4973,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,总功率,EN103018,C相无功总功率,4975,4,只读,0-65535,kvar,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,视在功率,EN103019,总视在功率,4977,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,视在功率,EN103020,A相视在功率,4979,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,视在功率,EN103021,B相视在功率,4981,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,视在功率,EN103022,C相视在功率,4983,4,只读,0-65535,kVA,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,功率因数,EN103023,总功率因数,4985,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,功率因数,EN103024,A相功率因数,4987,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,功率因数,EN103025,B相功率因数,4989,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,功率因数,EN103026,C相功率因数,4991,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压与电流夹角,EN103027,A相电压与电流夹角,4993,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压与电流夹角,EN103028,B相电压与电流夹角,4995,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压与电流夹角,EN103029,C相电压与电流夹角,4997,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压夹角,EN103030,A相电压夹角,4999,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压夹角,EN103031,B相电压夹角,5001,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压夹角,EN103032,C相电压夹角,5003,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压夹角,EN103033,A相电流夹角,5005,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压夹角,EN103034,B相电流夹角,5007,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
配电组,弱电动环,智慧场馆,3号配电,EN103,电压夹角,EN103035,C相电流夹角,5009,4,只读,0-65535,°,FLOAT,03,float32_CDAB,1,1
